INTR_PER_ACRE,RAPID_TRANSIT_ACCESS,TOTAL_EMPLOYMENT,JOBS_PPL_PER_ARCE,POP_FEMALE_PERC,POP_AGE_18_34_PERC,POP_AGE_45_64_PERC,POP_AGE_65_PERC,EDU_2_PERC,RACE_BAA_PERC,RACE_OTHER,VEH_1,TENURE_OWN_PERC,AVG_HH_SIZE_RENT,CONNECTED_NODE_RATIO,TRIP_ORIGINS,TRIP_DESTI,TRIP_ACTIV,TRIP_VMT,RESIDENTIAL_ROADS_PERC
1.01,0,574,11.67,0.47,0.27,0.261,0.1,0.14,0.02,205,168,0.72,2.73,0.21,17,4,21,115,0.79
0.11,0,1350,0.51,0.5,0.29,0.172,0.06,0.05,0.08,827,353,0.65,4.46,0.13,0,5,5,26,0.43
0.94,1,6650,54.78,0.51,0.35,0.208,0.03,0.06,0.25,520,488,0.03,2.25,0.09,48,69,117,86,0.12
0.86,0,1729,1.06,0.52,0.01,0.364,0.51,0.33,0.01,262,387,0.86,1.45,0.09,0,6,6,127,0.77
0.1,0,209,0.23,0.51,0.22,0.285,0.15,0.07,0.05,590,315,0.78,3.11,0.16,0,2,2,32,0.8
1.69,0,1169,4.34,0.54,0,0.086,0.91,0.3,0.01,44,72,0.84,1.33,0.12,0,2,2,39,0.76
0.3,0,430,1.42,0.48,0.24,0.192,0.1,0.1,0.12,2365,473,0.85,3.59,0.18,0,13,13,259,0.68
0.12,0,164,4.77,0.94,0.44,0.176,0.01,0.04,0.08,969,0,0,0,0.07,0,0,0,18,0
1.3,0,541,13.56,0.55,0.22,0.232,0.07,0.1,0.09,952,226,0.71,2.99,0.21,0,28,28,35,0.68
1.39,1,4943,23.73,0.47,0.28,0.213,0.06,0.07,0.17,432,479,0.24,2.34,0.12,94,52,146,1675,0.48
1.48,0,1226,15.14,0.52,0.25,0.238,0.38,0.22,0.02,361,752,0.68,1.94,0.18,201,118,319,1091,0.75
0.62,0,339,1.88,0.45,0.22,0.211,0.11,0.17,0.01,314,122,0.95,3.79,0.12,17,10,27,3488,0.74
1.17,0,127,9.37,0.54,0.19,0.294,0.18,0.19,0.06,56,95,0.73,3.16,0.23,12,2,14,140,0.77
1.38,0,2657,9.48,0.57,0.09,0.24,0.53,0.12,0.04,176,351,0.66,1.89,0.17,0,10,10,27,0.73
0.77,0,9331,10.73,0.52,0.19,0.333,0.08,0.19,0.09,342,660,0.6,2.29,0.15,263,214,477,2382,0.68
0.95,0,7718,17.01,0.56,0.2,0.358,0.11,0.25,0.02,141,685,0.63,2.09,0.18,75,73,148,507,0.62
0.93,0,2553,10.38,0.53,0.23,0.276,0.11,0.21,0.06,304,758,0.68,2.62,0.19,81,66,147,630,0.57
1.38,0,2452,10.11,0.53,0.25,0.297,0.1,0.29,0.01,419,692,0.57,2.27,0.12,302,277,579,1796,0.66
1.16,0,867,10.3,0.55,0.23,0.31,0.09,0.26,0.06,535,533,0.79,2.84,0.27,46,33,79,1737,0.74
0.76,0,1902,7.85,0.5,0.18,0.306,0.13,0.2,0.01,367,111,0.8,3.43,0.22,24,11,35,1806,0.76
1.33,0,4895,12.55,0.49,0.3,0.263,0.07,0.19,0.05,318,379,0.66,2.65,0.12,255,246,501,2102,0.5
1,0,35,8.35,0.55,0.16,0.28,0.1,0.23,0.11,128,161,0.86,2.99,0.2,23,26,49,165,0.75
1.07,0,472,7.67,0.49,0.19,0.3,0.13,0.19,0.09,541,316,0.76,3.1,0.21,104,127,231,425,0.66
1.03,0,223,7.23,0.49,0.2,0.311,0.15,0.13,0.05,687,347,0.79,2.71,0.18,31,18,49,275,0.75
0.87,0,2133,9.83,0.46,0.33,0.193,0.07,0.14,0.05,151,436,0.32,2.73,0.16,35,41,76,1546,0.57
0.66,0,873,8.43,0.47,0.2,0.181,0.27,0.12,0.02,463,345,0.8,3.84,0.17,43,27,70,741,0.6
0.59,0,504,3.69,0.49,0.19,0.225,0.08,0.15,0.03,156,166,0.74,3.36,0.2,69,35,104,596,0.71
0.94,0,573,7.48,0.49,0.09,0.33,0.09,0.18,0.01,235,79,0.91,3.37,0.23,56,50,106,407,0.84
1.26,0,159,9.07,0.5,0.24,0.2,0.07,0.17,0.09,723,374,0.74,3.79,0.16,29,44,73,321,0.78
1.18,0,1288,9.04,0.51,0.33,0.165,0.05,0.21,0.06,730,526,0.7,2.92,0.23,269,228,497,928,0.76
0.81,0,2918,5.57,0.49,0.14,0.3,0.1,0.18,0.03,308,77,0.97,3.4,0.14,55,69,124,1326,0.61
0.79,0,3316,7.39,0.55,0.2,0.289,0.19,0.18,0.02,420,385,0.7,2.29,0.14,1,38,39,152,0.58
1.17,0,470,4.29,0.57,0,0.206,0.79,0.15,0.04,37,257,0.94,1.64,0.14,0,21,21,57,0.74
1.1,0,646,7.05,0.49,0.27,0.272,0.15,0.08,0.04,346,453,0.54,2.35,0.22,0,11,11,76,0.72
0.77,0,644,11.62,0.5,0.26,0.212,0.04,0.04,0.07,1972,379,0.64,4.17,0.21,1,7,8,61,0.76
1.51,0,605,14.48,0.47,0.18,0.263,0.07,0.07,0.03,373,309,0.7,3.58,0.15,52,64,116,364,0.86
1.15,0,240,16.06,0.49,0.26,0.19,0.12,0.07,0.06,618,308,0.54,3.18,0.19,40,41,81,271,0.88
0.97,1,3043,15.51,0.52,0.26,0.194,0.08,0.1,0.05,1819,1070,0.42,3.2,0.17,49,63,112,379,0.78
0.85,0,914,12.45,0.55,0.25,0.248,0.1,0.05,0.03,726,109,0.74,3.78,0.24,23,37,60,174,0.81
1.01,1,128,16.83,0.47,0.33,0.197,0.07,0.05,0.04,1789,350,0.57,3.9,0.24,34,10,44,221,0.85
0.59,1,408,21.84,0.53,0.29,0.155,0.06,0.03,0.02,1302,781,0.33,3.61,0.33,37,62,99,74,0.8
1.16,0,938,12.38,0.5,0.24,0.266,0.12,0.07,0,998,420,0.82,4,0.21,102,52,154,439,0.82
1.15,1,789,7.89,0.49,0.16,0.287,0.18,0.19,0.15,334,278,0.74,3.03,0.22,37,33,70,210,0.82
0.88,0,472,8.71,0.48,0.23,0.255,0.17,0.1,0.07,769,467,0.52,2.04,0.2,105,98,203,417,0.76
1.18,1,1035,10.46,0.57,0.16,0.205,0.32,0.2,0.04,806,407,0.46,1.45,0.2,47,18,65,397,0.81
1.24,0,213,5.59,0.49,0.13,0.32,0.19,0.27,0.01,126,184,0.97,2.92,0.19,57,77,134,664,0.77
1.71,0,5849,16.51,0.56,0.18,0.226,0.21,0.21,0.03,417,729,0.52,1.75,0.15,113,93,206,879,0.79
1.67,0,461,15.54,0.51,0.24,0.221,0.05,0.04,0.02,1248,238,0.58,3.37,0.18,24,14,38,199,0.79
1.01,0,3005,15.82,0.5,0.24,0.211,0.07,0.02,0.03,1440,810,0.39,3.82,0.15,36,55,91,370,0.74
1.27,0,1095,10.17,0.47,0.24,0.365,0.12,0.17,0.12,1023,969,0.54,1.89,0.16,179,150,329,982,0.78
1.04,0,5184,14.65,0.51,0.27,0.239,0.13,0.23,0.04,652,1002,0.47,1.68,0.2,189,117,306,1133,0.75
1.33,0,1219,19.24,0.52,0.34,0.261,0.09,0.11,0.05,613,484,0.24,2.07,0.12,87,59,146,1219,0.68
1.38,0,1538,13.2,0.45,0.33,0.248,0.08,0.13,0.04,1051,522,0.54,2.44,0.2,206,160,366,2431,0.7
1.14,0,598,4.02,0.51,0.09,0.337,0.37,0.29,0.01,118,462,0.8,2.17,0.14,1,19,20,66,0.71
0.43,0,355,3.1,0.53,0.17,0.29,0.19,0.16,0.04,9,40,0.84,3.77,0.22,0,8,8,38,0.72
1.04,1,2454,12.89,0.52,0.34,0.217,0.07,0.06,0.03,1167,1124,0.23,2.6,0.15,120,77,197,798,0.53
1.27,0,1050,11.39,0.49,0.24,0.274,0.16,0.1,0.03,760,494,0.76,3,0.19,46,18,64,394,0.81
1.11,0,5420,15.67,0.53,0.18,0.276,0.18,0.08,0.09,520,526,0.45,2.24,0.18,62,70,132,444,0.74
0.89,0,663,8.28,0.52,0.23,0.218,0.15,0.09,0.02,743,450,0.72,3.9,0.19,48,47,95,223,0.74
1.04,0,493,10.53,0.5,0.21,0.25,0.14,0.06,0.1,576,482,0.62,2.44,0.22,44,35,79,361,0.81
1.11,0,1390,13.4,0.5,0.21,0.291,0.1,0.07,0.06,675,901,0.59,3.42,0.22,59,38,97,408,0.79
1.03,0,2773,9.57,0.42,0.26,0.214,0.07,0.05,0.05,386,444,0.34,2.87,0.15,63,31,94,750,0.56
1.93,0,10158,15.19,0.51,0.07,0.364,0.29,0.29,0,142,368,0.85,1.9,0.12,209,183,392,2820,0.65
0.85,0,844,10.04,0.5,0.23,0.305,0.19,0.09,0.01,388,344,0.8,2.51,0.24,10,13,23,149,0.78
0.96,0,2331,11.95,0.51,0.25,0.277,0.1,0.11,0.05,936,579,0.61,2.81,0.24,121,75,196,322,0.65
0.95,0,2570,11.21,0.56,0.28,0.223,0.08,0.09,0.12,877,500,0.47,2.59,0.19,28,40,68,276,0.55
0.64,0,2511,6.96,0.56,0.29,0.248,0.08,0.11,0.07,259,299,0.5,2.63,0.15,119,91,210,1098,0.58
0.82,0,121,5.73,0.47,0.24,0.244,0.1,0.05,0.08,623,352,0.49,3,0.17,18,6,24,189,0.75
1.31,0,594,10.63,0.53,0.28,0.214,0.07,0.07,0.12,719,421,0.69,3.62,0.17,26,23,49,188,0.79
0.26,0,986,3.33,0.56,0.08,0.305,0.35,0.27,0.01,55,401,0.89,2.41,0.15,0,2,2,63,0.58
0.89,0,146,21.47,0.49,0.29,0.201,0.07,0.01,0.02,3754,432,0.67,4.76,0.4,22,11,33,171,0.85
1.05,0,749,16.69,0.48,0.27,0.234,0.05,0.02,0.01,4474,335,0.59,4.5,0.25,132,98,230,468,0.74
0.83,0,349,16.49,0.53,0.29,0.114,0.04,0.03,0.1,2491,1413,0.29,3.65,0.15,63,71,134,2546,0.69
1.04,0,1781,15.75,0.5,0.27,0.117,0.02,0.01,0.05,785,368,0.06,3.7,0.09,68,51,119,2557,0.16
0.37,0,1846,8.44,0.5,0.31,0.177,0.09,0.03,0.02,225,157,0.66,4.45,0.19,22,8,30,1079,0.81
1.26,0,396,23.57,0.51,0.28,0.149,0.07,0.01,0.06,543,414,0.31,3.43,0.18,20,18,38,1359,0.76
0.62,0,429,19.47,0.48,0.25,0.155,0.04,0,0,1136,967,0.44,4.22,0.23,20,22,42,862,0.89
0.83,0,1588,14.05,0.47,0.33,0.139,0.05,0.01,0.02,1067,791,0.4,4.13,0.21,22,13,35,2200,0.84
1.01,0,4321,17.82,0.47,0.45,0.172,0.08,0.15,0.11,1709,1562,0.27,2.2,0.14,300,254,554,3907,0.71
1.47,0,2873,9.12,0.51,0.26,0.278,0.17,0.23,0.02,90,512,0.59,1.95,0.14,83,79,162,2437,0.74
1.12,1,2549,11.49,0.49,0.31,0.246,0.1,0.11,0.05,1226,929,0.31,2.32,0.19,102,63,165,3917,0.75
2.34,1,2918,16.63,0.5,0.43,0.21,0.1,0.26,0.1,137,759,0.3,1.41,0.14,187,127,314,4215,0.66
0.87,1,483,15.46,0.47,0.34,0.149,0.07,0.06,0.06,772,428,0.29,2.86,0.27,27,40,67,89,0.81
1.39,0,11554,45.41,0.4,0.32,0.223,0.08,0.05,0.02,794,330,0.28,2.58,0.15,99,84,183,4947,0.82
1.48,1,3849,13.8,0.48,0.21,0.201,0.08,0.04,0.08,1480,549,0.17,2.84,0.14,107,55,162,6776,0.76
0.45,1,3236,22.31,0.14,0.35,0.262,0.01,0.02,0.15,83,0,0,0,0.04,11,11,22,29,0.36
0.58,1,699,15.45,0.51,0.41,0.154,0.02,0.05,0.05,1255,965,0.17,3.19,0.15,35,60,95,2353,0.75
1.22,1,1067,13.49,0.52,0.29,0.243,0.1,0.14,0.02,1093,380,0.53,2.74,0.18,64,61,125,374,0.83
0.02,0,459,0.01,0.52,0.08,0.32,0.43,0.17,0,200,208,0.88,2.68,0.08,0,0,0,0,0.88
0.87,0,5787,13.68,0.54,0.33,0.237,0.18,0.2,0.11,390,215,0.51,2.41,0.17,175,175,350,686,0.65
0.94,0,981,10.65,0.52,0.25,0.257,0.17,0.22,0.04,490,825,0.54,2.1,0.18,128,63,191,687,0.71
1.15,0,849,9.48,0.5,0.22,0.278,0.2,0.22,0.03,685,463,0.83,3.46,0.19,123,109,232,1611,0.77
1.08,0,2762,12.57,0.5,0.25,0.319,0.14,0.19,0.01,481,578,0.75,2.56,0.19,64,60,124,521,0.84
1.76,0,2524,10.29,0.5,0.11,0.331,0.18,0.26,0.04,261,285,0.66,1.63,0.12,86,44,130,722,0.73
1.03,0,1928,13.62,0.5,0.22,0.272,0.13,0.23,0.04,230,429,0.59,2.26,0.17,219,258,477,678,0.86
1.11,0,4042,13.36,0.56,0.22,0.257,0.11,0.22,0.03,200,577,0.69,1.86,0.19,246,138,384,1690,0.72
0.86,1,211,16.23,0.52,0.3,0.225,0.06,0.03,0.21,904,643,0.33,3.44,0.22,17,10,27,1260,0.92
1.48,1,7945,25.92,0.5,0.35,0.23,0.04,0.1,0.22,2123,1827,0.15,2.58,0.17,295,202,497,5459,0.56
1.43,1,5779,10.99,0.5,0.26,0.122,0.02,0.05,0.19,411,148,0.1,3.24,0.15,213,155,368,5120,0.28
1.12,1,6163,12.61,0.5,0.51,0.193,0.14,0.16,0.09,297,467,0.18,1.5,0.18,125,60,185,1071,0.52
2.31,1,50271,160.65,0.21,0.47,0.311,0.05,0.19,0.13,104,322,0.23,1.26,0.11,404,404,808,1360,0.56
1.28,1,2097,9.74,0.39,0.3,0.334,0.1,0.05,0.13,243,105,0.52,2.07,0.22,60,42,102,350,0.69
1.1,0,1166,13.45,0.55,0.26,0.147,0.08,0.01,0.35,857,448,0.07,3.04,0.25,11,5,16,205,0.65
1.19,0,2136,9.14,0.48,0.28,0.273,0.15,0.25,0.02,375,239,0.62,2.68,0.17,70,125,195,1490,0.75
0.68,0,18044,14.6,0.51,0.24,0.29,0.13,0.25,0.04,644,346,0.69,3.08,0.12,410,341,751,2878,0.49
0.73,0,10428,26.35,0.52,0.43,0.177,0.06,0.16,0.18,1498,1818,0.18,2.33,0.15,236,215,451,1687,0.54
0.35,0,1494,6.55,0.46,0.27,0.252,0.12,0.15,0.14,539,455,0.56,2.57,0.17,40,48,88,358,0.74
0.83,0,2934,8.31,0.51,0.2,0.331,0.19,0.28,0.03,336,266,0.88,3.4,0.18,69,82,151,1880,0.54
1.3,0,1819,17.78,0.48,0.46,0.189,0.05,0.24,0.18,1366,2113,0.29,2.36,0.18,144,100,244,678,0.75
1.12,0,808,8.55,0.49,0.22,0.257,0.2,0.08,0.03,462,235,0.7,2.32,0.18,128,76,204,1216,0.86
0.74,0,357,10.98,0.48,0.31,0.237,0.12,0.09,0.01,1112,504,0.72,3.13,0.3,16,9,25,117,0.79
1.44,0,1246,9.66,0.53,0.21,0.29,0.18,0.27,0.01,294,564,0.65,2.21,0.18,0,20,20,188,0.69
1.42,0,769,10.69,0.54,0.24,0.252,0.17,0.26,0.02,293,1004,0.56,2.11,0.18,0,58,58,141,0.77
1.32,0,326,12.24,0.46,0.26,0.278,0.09,0.13,0.03,587,730,0.63,3.16,0.23,0,47,47,1179,0.82
1.13,0,1899,8.95,0.53,0.21,0.287,0.21,0.14,0,139,490,0.73,2.3,0.23,0,27,27,905,0.85
1.32,0,691,25.41,0.5,0.26,0.18,0.03,0.05,0.07,959,755,0.16,3.13,0.17,0,17,17,63,0.77
0.97,0,532,18.8,0.51,0.26,0.23,0.1,0.04,0,396,321,0.4,3.02,0.28,0,1,1,20,0.83
1.52,0,277,25,0.53,0.33,0.166,0.05,0.04,0.07,492,903,0.15,3.13,0.14,0,8,8,98,0.54
1.19,0,343,7.54,0.48,0.27,0.289,0.11,0.14,0.01,487,493,0.83,3.01,0.23,1,36,37,1266,0.78
1.15,0,10977,25.89,0.46,0.27,0.199,0.18,0.23,0.05,359,1199,0.37,1.78,0.19,200,116,316,1128,0.73
0.94,0,750,17.54,0.43,0.3,0.221,0.13,0.08,0.08,614,630,0.21,2.13,0.12,31,45,76,174,0.87
1.07,0,5315,27.16,0.49,0.36,0.176,0.08,0.11,0.04,2619,1139,0.15,2.23,0.15,193,144,337,781,0.68
1.15,1,1558,14,0.41,0.43,0.228,0.08,0.2,0.05,379,544,0.31,1.75,0.15,67,58,125,444,0.74
1.37,1,322,9.38,0.48,0.28,0.274,0.12,0.17,0.06,425,422,0.5,1.56,0.16,50,29,79,236,0.89
0.51,1,709,17.58,0.54,0.32,0.18,0.12,0.08,0.05,782,586,0.53,2.89,0.26,46,54,100,215,0.84
0.95,0,330,31.41,0.47,0.45,0.125,0.06,0.05,0.13,1149,1469,0.09,2.31,0.06,61,58,119,176,0.31
1.02,1,511,18.65,0.48,0.3,0.204,0.08,0.06,0.07,1775,1271,0.28,2.58,0.16,91,101,192,591,0.72
0.9,0,816,13.31,0.5,0.24,0.223,0.1,0.08,0.1,637,370,0.6,2.49,0.17,78,72,150,336,0.6
0.66,1,792,22.47,0.49,0.36,0.162,0.05,0.04,0.11,1557,1191,0.17,2.85,0.16,23,21,44,204,0.69
0.97,0,386,30.27,0.48,0.49,0.148,0.03,0.08,0.13,1022,1103,0.19,2.42,0.1,67,93,160,194,0.61
1.21,0,7323,19.59,0.52,0.34,0.206,0.08,0.08,0.07,903,1124,0.27,2.4,0.12,237,217,454,3644,0.46
1.93,0,4496,11.78,0.49,0.32,0.209,0.13,0.13,0.04,591,480,0.44,2.17,0.11,240,192,432,3880,0.52
1.52,0,4328,17.32,0.52,0.32,0.248,0.13,0.19,0,199,163,0.71,2.6,0.13,73,67,140,1666,0.69
1.16,0,1892,13.24,0.49,0.31,0.264,0.1,0.18,0.09,833,1021,0.52,2.17,0.18,227,225,452,1062,0.63
0.07,0,5049,0.23,0.4,0,0.4,0,0,0,0,0,1,0,0.08,35,110,145,4518,0.07
1.3,0,1627,10.78,0.52,0.25,0.222,0.17,0.24,0.02,249,554,0.76,3.4,0.2,104,132,236,874,0.78
1.18,0,1597,12.56,0.42,0.37,0.228,0.13,0.2,0.03,700,656,0.47,2.64,0.18,272,278,550,1657,0.77
0.76,0,705,14.37,0.48,0.24,0.19,0.07,0.05,0.02,700,423,0.52,3.16,0.24,42,32,74,195,0.71
1.04,0,380,10.38,0.5,0.25,0.249,0.11,0.1,0.04,1202,531,0.7,3.99,0.21,46,19,65,330,0.8
0.89,1,1460,12.54,0.49,0.24,0.252,0.09,0.09,0.05,714,550,0.61,3.03,0.25,54,62,116,421,0.79
1.24,0,982,9.72,0.46,0.25,0.252,0.14,0.19,0.03,565,590,0.85,3.05,0.2,82,68,150,695,0.76
0.8,0,322,4.7,0.58,0.18,0.295,0.19,0.19,0,206,237,0.73,2.85,0.19,72,29,101,1731,0.69
1.59,0,742,9.26,0.54,0.15,0.266,0.21,0.22,0.01,242,302,0.82,2.76,0.19,100,75,175,2023,0.68
0.97,0,565,10.31,0.46,0.32,0.235,0.1,0.16,0.01,418,209,0.73,2.62,0.25,40,25,65,853,0.72
1.02,0,921,11.55,0.48,0.29,0.269,0.12,0.16,0.1,1037,417,0.79,4.23,0.24,118,61,179,610,0.78
1.19,0,133,8.66,0.51,0.23,0.249,0.11,0.15,0.04,151,462,0.69,2.9,0.22,26,10,36,770,0.8
0.98,0,99,9.3,0.56,0.28,0.221,0.09,0.16,0.03,315,589,0.56,2.44,0.21,64,71,135,224,0.73
1.05,0,970,9.29,0.5,0.17,0.357,0.16,0.22,0.02,85,62,0.88,4.5,0.18,229,243,472,378,0.79
0.82,0,7671,10.53,0.48,0.27,0.214,0.07,0.09,0.03,1702,397,0.58,3.71,0.16,258,220,478,6373,0.52
0.73,0,2410,12.23,0.53,0.32,0.219,0.07,0.09,0.01,924,673,0.51,2.76,0.23,221,167,388,2982,0.66
0.95,0,221,9.61,0.5,0.22,0.278,0.15,0.09,0.01,231,238,0.92,4.72,0.27,0,5,5,60,0.77
1.08,0,764,12.6,0.51,0.28,0.195,0.05,0.11,0.19,2119,197,0.72,4.17,0.24,77,63,140,386,0.71
1.56,0,718,12.03,0.48,0.23,0.16,0.07,0.11,0.18,895,538,0.66,4.74,0.27,43,44,87,209,0.8
0.92,0,9389,18.3,0.51,0.45,0.131,0.06,0.32,0.14,287,658,0.2,2.19,0.11,156,106,262,1898,0.33
0.7,0,8716,4.66,0.52,0.13,0.4,0.23,0.26,0,223,476,0.93,2.77,0.14,57,37,94,409,0.69
0.31,0,1782,0.44,0.52,0.08,0.411,0.32,0.34,0.01,140,105,0.91,2.09,0.1,0,24,24,195,0.86
0.75,0,1428,2.69,0.54,0.12,0.33,0.22,0.26,0.01,183,129,0.92,2.74,0.12,0,6,6,29,0.8
0.48,0,351,45.67,0.51,0.35,0.197,0.06,0.08,0.12,848,991,0.04,2.4,0.1,0,31,31,25,0.57
1.18,0,425,8.64,0.53,0.2,0.303,0.12,0.19,0.08,516,338,0.91,3.4,0.21,63,37,100,409,0.72
3.26,0,284,10.42,0.51,0.21,0.217,0.07,0.2,0.01,425,237,0.79,3.49,0.07,22,34,56,108,0.8
1.19,0,349,3.6,0.49,0.09,0.166,0.08,0.14,0.01,102,46,0.97,4.27,0.12,0,9,9,42,0.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.9
1.15,0,871,18.4,0.51,0.27,0.208,0.09,0.03,0.12,861,781,0.4,2.84,0.1,38,24,62,244,0.7
0.11,0,914,0.54,0.49,0.25,0.262,0.09,0.22,0.04,626,916,0.46,2.23,0.13,0,12,12,1596,0.39
1.24,0,19,17.36,0.53,0.32,0.218,0.05,0.03,0.15,920,504,0.39,3.53,0.17,24,9,33,133,0.49
1.02,1,8376,27.96,0.46,0.34,0.203,0.14,0.21,0.04,437,871,0.23,1.63,0.13,80,74,154,444,0.57
0.34,0,5075,3.13,0.52,0.22,0.266,0.08,0.01,0.03,157,111,0.37,2.71,0.14,35,23,58,1258,0.34
0.76,0,5832,11.94,0.52,0.22,0.255,0.08,0.23,0.05,68,195,0.62,1.94,0.13,72,76,148,1526,0.49
0.57,0,240,6.57,0.54,0.29,0.199,0.06,0.07,0.23,659,353,0.66,4.89,0.25,23,29,52,100,0.84
0.55,0,54,2.93,0.51,0.24,0.191,0.05,0.07,0.23,678,411,0.67,3.61,0.18,26,28,54,177,0.73
0.48,0,432,3,0.52,0.23,0.238,0.07,0.09,0.22,557,336,0.88,3.72,0.22,30,19,49,246,0.67
0.86,0,1188,5.68,0.47,0.25,0.202,0.06,0.12,0.2,878,453,0.75,4.04,0.18,112,97,209,391,0.82
0.37,0,119,1.22,0.48,0.25,0.302,0.1,0.15,0.1,763,102,0.89,3.5,0.15,9,8,17,137,0.86
0.51,0,239,3.39,0.52,0.22,0.239,0.1,0.13,0.25,1246,494,0.7,3.82,0.21,70,31,101,457,0.71
0.61,0,579,4.46,0.51,0.2,0.256,0.06,0.11,0.21,2213,846,0.74,3.38,0.23,140,129,269,632,0.78
0.92,0,6591,6.15,0.54,0.22,0.201,0.08,0.17,0.02,350,325,0.59,2.56,0.15,227,188,415,3283,0.61
1.17,0,2787,8.03,0.52,0.25,0.217,0.11,0.2,0.02,588,759,0.42,2.77,0.11,248,213,461,1631,0.55
0.79,0,286,5.15,0.5,0.2,0.232,0.05,0.18,0.06,684,322,0.66,3.91,0.23,76,54,130,723,0.72
0.8,0,713,3.83,0.54,0.16,0.224,0.07,0.18,0.03,820,453,0.88,4.39,0.17,6,60,66,648,0.7
0.52,0,507,4.4,0.51,0.24,0.207,0.07,0.14,0.03,772,518,0.72,2.75,0.2,33,28,61,686,0.8
2.02,0,557,9.57,0.51,0.23,0.254,0.13,0.15,0.04,424,405,0.76,2.87,0.11,17,36,53,127,0.68
1.16,0,206,12.92,0.52,0.22,0.2,0.07,0.04,0.09,367,439,0.33,3.54,0.18,8,15,23,131,0.67
0.49,0,9733,2.71,0.51,0.33,0.215,0.06,0.11,0.04,898,868,0.46,2.21,0.11,505,330,835,4580,0.32
0.66,0,115,6.18,0.52,0.28,0.246,0.1,0.13,0.09,745,551,0.64,2.53,0.2,1,29,30,103,0.71
0.52,0,425,7.27,0.52,0.2,0.265,0.21,0.08,0.08,551,459,0.71,2.34,0.23,4,11,15,89,0.76
1.32,0,426,23.05,0.52,0.25,0.174,0.05,0.01,0.05,833,643,0.27,3.79,0.15,19,14,33,176,0.74
0.91,0,299,18.77,0.45,0.22,0.188,0.07,0.05,0.03,856,321,0.65,3.7,0.17,52,48,100,172,0.79
1.62,0,80,17.26,0.5,0.24,0.229,0.08,0.02,0.03,855,291,0.51,4.2,0.15,49,42,91,225,0.77
0.14,0,1025,0.45,0.54,0.23,0.203,0.07,0.07,0.04,1375,400,0.64,4.02,0.13,0,4,4,112,0.62
0.47,0,22,10.94,0.51,0.28,0.167,0.07,0.05,0.04,536,288,0.54,4.13,0.45,0,9,9,6,0.78
0.63,0,1148,3.64,0.5,0.13,0.352,0.25,0.3,0,83,170,0.89,2.91,0.16,114,86,200,948,0.65
1.35,0,340,5.41,0.52,0.09,0.233,0.49,0.31,0,55,378,0.82,1.63,0.16,75,104,179,384,0.63
1.49,0,2999,7.13,0.5,0.09,0.31,0.41,0.27,0,112,126,0.91,1.75,0.13,43,53,96,717,0.76
0.76,0,1656,7.17,0.54,0.19,0.263,0.34,0.27,0.01,180,504,0.48,1.74,0.2,82,90,172,906,0.66
1.08,0,455,26.75,0.51,0.45,0.159,0.1,0.27,0.03,751,1037,0.17,1.95,0.18,89,100,189,640,0.57
1.26,0,640,19.14,0.5,0.43,0.26,0.12,0.31,0.03,334,1006,0.34,1.69,0.18,92,85,177,594,0.7
1.12,1,1060,26.96,0.33,0.78,0.068,0.04,0.14,0.04,683,1013,0.08,2.72,0.13,248,190,438,1419,0.39
0.99,1,2239,29.75,0.49,0.71,0.123,0.02,0.14,0.04,1142,1884,0.04,2.24,0.16,201,280,481,1048,0.55
1.23,1,302,21.84,0.48,0.58,0.116,0.04,0.08,0.06,2474,898,0.18,2.94,0.16,155,89,244,1767,0.71
0.36,0,260,2.54,0.51,0.23,0.219,0.11,0.08,0.08,504,227,0.77,4.29,0.19,11,9,20,49,0.91
1.2,0,599,9.71,0.49,0.21,0.301,0.09,0.22,0.09,476,556,0.6,2.52,0.21,34,36,70,1788,0.66
0.46,0,585,8.54,0.49,0.29,0.213,0.07,0.16,0.06,799,735,0.39,2.08,0.18,90,62,152,1604,0.58
1.03,0,7130,11.22,0.51,0.26,0.247,0.06,0.24,0.02,280,733,0.52,2.54,0.17,3,87,90,533,0.57
0.85,0,130,4.31,0.58,0.01,0.101,0.87,0.15,0.01,43,147,0.9,1.54,0.28,0,5,5,45,0.88
1.76,0,582,9.04,0.54,0.2,0.31,0.17,0.26,0.02,231,64,0.88,3.46,0.15,65,62,127,301,0.69
0.98,0,1119,8.17,0.5,0.25,0.262,0.1,0.17,0.02,486,259,0.77,3.04,0.23,46,49,95,343,0.76
0.62,0,366,5.05,0.47,0.24,0.246,0.07,0.18,0.02,379,340,0.73,3.48,0.18,6,8,14,74,0.83
1.04,0,961,5.57,0.5,0.16,0.179,0.31,0.18,0.01,468,410,0.86,2.8,0.19,0,16,16,95,0.79
0.88,0,148,1.81,0.52,0.2,0.23,0.06,0.19,0.11,101,148,0.98,4.34,0.17,0,17,17,164,0.63
1.77,0,1450,10.45,0.52,0.16,0.246,0.08,0.15,0.05,440,314,0.92,4.65,0.12,0,13,13,102,0.84
1.69,0,227,9.94,0.51,0.19,0.228,0.04,0.17,0.08,520,236,0.73,3.71,0.18,1,10,11,139,0.88
1.83,0,317,9.03,0.54,0.23,0.176,0.06,0.15,0.05,70,249,0.58,3.25,0.15,1,26,27,192,0.7
